,     Refresh     ,Unnamed: 1,Last Update : 2021-05-21 20:01:59,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
0,0,,,,,,,,,,,,,,,
1,Time Series (Company),,,,,,,,,,,,,,,
2,Frequency,Ascending,D,0,,,,,,,,,,,,
3,Period(From),Korean,20160520,0,,,,,,,,,,,,
4,Period(To),,CPD [20210521],0,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,
6,Code,A069500,A232080,A143850,A195930,A238720,A192090,A148070,A136340,A182490,A132030,A130680,A114800,A138230,A139660,A130730
7,Name,KODEX 200,TIGER 코스닥150,TIGER 미국S&P500선물(H),TIGER 유로스탁스50(합성 H),KINDEX 일본Nikkei225(H),TIGER 차이나CSI300,KOSEF 국고채10년,KBSTAR 중기우량회사채,TIGER 단기선진하이일드(합성 H),KODEX 골드선물(H),TIGER 원유선물Enhanced(H),KODEX 인버스,KOSEF 미국달러선물,KOSEF 미국달러선물인버스,KOSEF 단기자금
8,Item Code,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100,S100100
9,Unit,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares,Local/Shares
10,Base Date,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,
12,D A T E,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가,종가
329,2017-08-29 00:00:00,30885,10290,28900,11140,12175,8595,117205,102565,11015,9935,3705,6360,11530,11085,101525
330,2017-08-30 00:00:00,31000,10270,29090,11180,12290,8690,117320,102635,11030,9875,3675,6335,11520,11095,101530
331,2017-08-31 00:00:00,30810,10355,29205,11200,12380,8630,117400,102695,11040,9820,3640,6375,11550,11050,101545
332,2017-09-01 00:00:00,30810,10450,29295,11215,12405,8675,117245,102695,11050,9940,3700,6380,11505,11105,101550
333,2017-09-04 00:00:00,30465,10280,29390,11290,12290,8735,116680,102620,11050,10090,3740,6445,11605,11000,101560
334,2017-09-05 00:00:00,30435,10280,29310,11305,12185,8895,116825,102620,11075,10045,3755,6450,11590,11025,101565
335,2017-09-06 00:00:00,30370,10375,29175,11180,12210,8890,117185,102660,11080,10065,3820,6470,11630,10985,101570
336,2017-09-07 00:00:00,30750,10445,29205,11300,12240,8810,117210,102575,11045,10035,3835,6390,11570,11040,101585
337,2017-09-08 00:00:00,30770,10410,29215,11320,12150,8885,117570,102625,11040,10170,3855,6385,11555,11075,101580
338,2017-09-11 00:00:00,31050,10505,29350,11380,12320,8895,117585,102695,11060,10070,3805,6325,11600,11020,101590
339,2017-09-12 00:00:00,31075,10505,29500,11520,12455,8855,117510,102620,11040,9990,3815,6320,11570,11045,101590
340,2017-09-13 00:00:00,31090,10510,29600,11510,12480,8750,117655,102755,11070,10010,3815,6320,11565,11055,101595
341,2017-09-14 00:00:00,31210,10645,29605,11570,12480,8815,117615,102660,11070,9930,3815,6280,11610,11010,101595
342,2017-09-15 00:00:00,31385,10815,29570,11605,12515,8830,117490,102665,11070,10020,3855,6250,11600,11010,101605
343,2017-09-18 00:00:00,31890,10950,29710,11590,12535,8840,117470,102795,11075,9925,3885,6145,11550,11060,101605
344,2017-09-19 00:00:00,31875,10955,29720,11600,12790,8805,117250,102620,11085,9865,3860,6150,11595,11025,101600
345,2017-09-20 00:00:00,31855,10925,29690,11595,12770,8815,117060,102600,11120,9865,3860,6155,11565,11050,101610
346,2017-09-21 00:00:00,31880,10800,29710,11620,12805,8810,117340,102600,11135,9780,3865,6150,11615,11000,101615
347,2017-09-22 00:00:00,31675,10675,29650,11560,12770,8750,117335,102615,11100,9760,3880,6205,11650,10970,101620
348,2017-09-25 00:00:00,31645,10720,29645,11650,12845,8685,117495,102655,11090,9745,3870,6205,11605,11025,101625
349,2017-09-26 00:00:00,31485,10755,29620,11630,12805,8710,116995,102595,11130,9875,3915,6235,11650,10970,101620
350,2017-09-27 00:00:00,31420,10825,29640,11615,12760,8740,116735,102490,11140,9745,3940,6240,11685,10930,101615
351,2017-09-28 00:00:00,31455,10790,29775,11705,12905,8765,116300,102450,11105,9605,3925,6240,11780,10845,101640
352,2017-09-29 00:00:00,31700,10785,29795,11710,12900,8765,116390,102535,11110,9645,3900,6200,11750,10885,101655
353,2017-10-10 00:00:00,32275,10895,30245,11850,13190,8855,116210,102435,11120,9700,3830,6080,11655,10980,101650
354,2017-10-11 00:00:00,32615,11010,30275,11830,13215,8975,116090,102490,11150,9705,3875,6020,11640,10965,101655
355,2017-10-12 00:00:00,32825,11070,30300,11875,13270,9000,116305,102575,11170,9755,3895,5980,11625,10990,101660
356,2017-10-13 00:00:00,32785,11165,30290,11800,13395,9015,116575,102560,11130,9745,3895,5985,11580,11035,101660
357,2017-10-16 00:00:00,32815,11240,30295,11870,13460,9000,116325,102555,11130,9805,3935,5975,11560,11045,101675
358,2017-10-17 00:00:00,32885,11575,30380,11880,13515,8945,116270,102500,11130,9705,3915,5970,11610,11005,101665
359,2017-10-18 00:00:00,32865,11570,30375,11875,13510,8980,116445,102425,11125,9660,3915,5975,11590,11020,101665
360,2017-10-19 00:00:00,32735,11475,30350,11880,13505,8930,116165,102295,11145,9580,3915,6005,11605,11000,101655
361,2017-10-20 00:00:00,32910,11605,30445,11860,13545,8960,115700,102080,11175,9640,3890,5965,11600,11010,101615
362,2017-10-23 00:00:00,33010,11660,30585,11825,13725,8965,115590,102275,11155,9600,3915,5950,11590,11025,101630
363,2017-10-24 00:00:00,32950,11960,30425,11865,13800,8975,115575,102095,11160,9630,3885,5955,11570,11045,101650
364,2017-10-25 00:00:00,32975,11970,30460,11870,13730,9015,115475,102140,11160,9585,3925,5950,11570,11050,101650
365,2017-10-26 00:00:00,32750,11740,30395,11815,13760,9120,114985,101950,11175,9625,3920,6000,11540,11075,101655
366,2017-10-27 00:00:00,32975,11980,30400,11930,13850,9120,114750,101790,11145,9520,3940,5955,11595,11025,101650
367,2017-10-30 00:00:00,33045,11930,30520,11970,13930,9015,115215,101895,11130,9525,3990,5940,11540,11075,101640
368,2017-10-31 00:00:00,33375,12040,30520,11995,13920,9030,114945,102030,11130,9590,4000,5875,11495,11120,101645
369,2017-11-01 00:00:00,33925,12020,30615,12045,14170,9055,114705,102010,11150,9575,4020,5785,11435,11180,101650
370,2017-11-02 00:00:00,33805,12030,30480,12050,14245,9000,115025,102080,11145,9610,3980,5800,11430,11185,101665
371,2017-11-03 00:00:00,33880,12225,30575,12080,14500,8970,115230,102080,11165,9585,4020,5790,11430,11185,101660
372,2017-11-06 00:00:00,33745,12290,30595,12075,14160,9000,115095,102010,11145,9540,4085,5815,11445,11175,101680
373,2017-11-07 00:00:00,33710,12180,30830,12125,14510,9100,114960,102050,11160,9610,4180,5815,11400,11205,101690
374,2017-11-08 00:00:00,33810,12395,30710,12035,14430,9090,115030,102005,11135,9585,4160,5795,11450,11175,101695
375,2017-11-09 00:00:00,33715,12370,30765,12000,14465,9080,115050,102040,11090,9615,4160,5815,11450,11165,101715
376,2017-11-10 00:00:00,33625,12575,30700,11885,14350,9230,115040,102035,11080,9645,4175,5835,11465,11160,101710
377,2017-11-13 00:00:00,33450,13100,30625,11845,14150,9265,114620,101935,11080,9590,4165,5860,11505,11125,101715
378,2017-11-14 00:00:00,33425,13585,30590,11750,14135,9230,114480,101920,11040,9590,4140,5865,11480,11150,101710
379,2017-11-15 00:00:00,33220,13965,30565,11660,13935,9105,114645,101945,11045,9620,4020,5890,11420,11200,101720
380,2017-11-16 00:00:00,33435,14220,30565,11710,14110,9095,115030,102020,11020,9575,4050,5860,11310,11330,101715
381,2017-11-17 00:00:00,33425,14010,30645,11715,14175,9105,114990,102020,11050,9630,4045,5860,11265,11345,101725
382,2017-11-20 00:00:00,33280,14310,30540,11645,14075,9115,115045,102055,11075,9685,4130,5890,11295,11320,101725
383,2017-11-21 00:00:00,33355,14390,30680,11690,14175,9225,115130,102100,11095,9580,4115,5870,11250,11370,101730
384,2017-11-22 00:00:00,33560,13985,30880,11770,14255,9240,115175,102100,11090,9615,4195,5840,11180,11435,101735
385,2017-11-23 00:00:00,33500,14455,30795,11720,14300,8940,115320,102245,11080,9675,4210,5850,11145,11480,101745
386,2017-11-24 00:00:00,33570,14155,30790,11715,14280,9020,115335,102200,11085,9660,4255,5840,11145,11485,101750
387,2017-11-27 00:00:00,33000,14100,30880,11725,14200,8960,115380,102250,11105,9680,4265,5940,11175,11455,101750
388,2017-11-28 00:00:00,33090,13555,30830,11730,14220,8880,115570,102315,11100,9695,4210,5920,11135,11485,101755
389,2017-11-29 00:00:00,33075,13745,31195,11845,14285,8850,115725,102380,11100,9695,4200,5925,11050,11570,101765
390,2017-11-30 00:00:00,32535,13545,31180,11830,14385,8790,115945,102520,11085,9620,4180,6025,11185,11460,101785
391,2017-12-01 00:00:00,32525,13970,31400,11820,14445,8830,115800,102520,11085,9570,4195,6020,11155,11480,101790
392,2017-12-04 00:00:00,32870,13795,31600,11790,14360,8815,115780,102535,11095,9555,4210,5970,11185,11450,101800
393,2017-12-05 00:00:00,32960,13490,31410,11775,14285,8825,115690,102545,11095,9560,4180,5950,11150,11480,101805
394,2017-12-06 00:00:00,32490,13325,31195,11640,13990,8790,116000,102575,11095,9485,4175,6035,11230,11400,101810
395,2017-12-07 00:00:00,32385,13040,31320,11680,14250,8740,115960,101485,11090,9445,4085,6045,11230,11410,101825
396,2017-12-08 00:00:00,32485,12905,31350,11740,14415,8850,115890,101500,11090,9360,4115,6035,11220,11400,101840
397,2017-12-11 00:00:00,32525,13380,31540,11850,14530,8955,115790,101495,11070,9365,4165,6025,11220,11410,101845
398,2017-12-12 00:00:00,32415,13250,31645,11775,14480,8935,116120,101560,11075,9330,4245,6035,11215,11410,101860
399,2017-12-13 00:00:00,32670,13425,31620,11805,14420,8935,116240,101590,11105,9310,4205,6000,11205,11430,101860
400,2017-12-14 00:00:00,32705,13230,31670,11755,14370,8855,116240,101615,11105,9430,4140,5975,11180,11455,101870
401,2017-12-15 00:00:00,32650,13330,31545,11695,14280,8760,116340,101635,11100,9420,4155,6000,11190,11450,101870
402,2017-12-18 00:00:00,32690,13180,31895,11740,14515,8750,116420,101600,11090,9420,4190,6005,11185,11445,101870
403,2017-12-19 00:00:00,32700,13170,31965,11855,14485,8835,116150,101595,11090,9470,4165,6000,11145,11485,101870
404,2017-12-20 00:00:00,32610,12970,31920,11795,14500,8845,116025,101655,11070,9475,4195,6000,11100,11530,101875
405,2017-12-21 00:00:00,31975,12715,31820,11710,14485,8985,115970,101650,11095,9465,4215,6115,11115,11525,101890
406,2017-12-22 00:00:00,32130,13295,31920,11710,14495,8935,115735,101525,11100,9480,4225,6085,11090,11545,101890
407,2017-12-26 00:00:00,32000,13380,31870,11705,14495,8890,115910,101595,11105,9600,4250,6105,11055,11585,101895
408,2017-12-27 00:00:00,32375,14125,31890,11670,14430,8770,115760,101585,11100,9610,4340,6045,10940,11610,100620
409,2017-12-28 00:00:00,32780,14240,31875,11645,14430,8830,116005,101625,11100,9685,4340,5965,10920,11650,100625
410,2018-01-02 00:00:00,32925,14475,31770,11485,14655,8935,115980,101690,11130,9805,4410,5940,10820,11735,100655
411,2018-01-03 00:00:00,33065,14705,31995,11490,14610,9015,115765,101665,11175,9835,4380,5925,10850,11700,100650
412,2018-01-04 00:00:00,32805,14300,32205,11590,14885,9015,115765,101615,11145,9805,4505,5975,10825,11735,100670
413,2018-01-05 00:00:00,33250,14850,32350,11755,15020,9085,115635,101730,11165,9870,4490,5900,10835,11720,100685
414,2018-01-08 00:00:00,33475,15260,32560,11820,15150,9090,115490,101690,11170,9870,4470,5855,10865,11675,100685
415,2018-01-09 00:00:00,33340,15180,32575,11860,15105,9105,115295,101675,11170,9835,4515,5875,10885,11675,100700
416,2018-01-10 00:00:00,33125,15180,32640,11850,15085,9165,114520,101580,11170,9800,4600,5925,10930,11630,100700
417,2018-01-11 00:00:00,32955,15720,32670,11885,15040,9180,114890,101680,11145,9835,4600,5945,10935,11620,100720
418,2018-01-12 00:00:00,33015,16550,32860,11850,14965,9210,114780,101660,11155,9945,4610,5935,10860,11700,100725
419,2018-01-15 00:00:00,33090,17025,33090,11845,15035,9300,114450,101555,11155,10055,4670,5915,10840,11725,100720
420,2018-01-16 00:00:00,33350,17200,33185,11875,15195,9355,114485,101560,11160,10025,4685,5875,10835,11720,100725
421,2018-01-17 00:00:00,33270,16685,33030,11870,15140,9370,114615,101595,11160,9980,4625,5885,10900,11660,100730
422,2018-01-18 00:00:00,33295,16920,33255,11890,15065,9425,114770,101725,11155,9935,4640,5895,10920,11650,100750
423,2018-01-19 00:00:00,33320,16240,33155,11895,15085,9460,114650,101705,11150,9930,4585,5885,10875,11685,100760
424,2018-01-22 00:00:00,32980,16040,33325,11995,15100,9580,114530,101670,11185,9960,4600,5950,10915,11645,100765
425,2018-01-23 00:00:00,33425,16565,33705,12080,15300,9755,114515,101675,11160,9995,4655,5870,10920,11635,100770
426,2018-01-24 00:00:00,33480,16525,33690,12080,15185,9750,114735,101670,11180,10005,4690,5870,10910,11655,100775
427,2018-01-25 00:00:00,33740,16510,33700,11980,15020,9775,114560,101670,11210,10215,4810,5820,10810,11760,100795
428,2018-01-26 00:00:00,33875,16770,33755,11970,14990,9815,114635,101645,11200,10115,4745,5800,10860,11695,100795
429,2018-01-29 00:00:00,34105,17120,34080,12000,14970,9640,113900,101515,11210,10070,4810,5750,10880,11685,100795
430,2018-01-30 00:00:00,33680,17000,33700,11865,14780,9575,113550,101480,11170,9970,4715,5825,10960,11600,100790
431,2018-01-31 00:00:00,33705,16775,33545,11855,14635,9550,113530,101545,11160,10035,4640,5820,10905,11655,100795
432,2018-02-01 00:00:00,33715,16440,33630,11905,14895,9520,113640,101625,11150,10010,4710,5825,10945,11615,100810
433,2018-02-02 00:00:00,33065,16400,33445,11715,14760,9630,113635,101620,11135,10055,4795,5940,11025,11520,100825
434,2018-02-05 00:00:00,32715,15485,32620,11540,14410,9650,113290,101625,11130,9920,4720,6005,11115,11435,100820
435,2018-02-06 00:00:00,32250,15685,30650,10935,13705,9325,113635,101675,11065,10025,4610,6095,11140,11425,100825
436,2018-02-07 00:00:00,31435,14925,31635,11295,13600,9270,114130,101690,11015,9935,4625,6240,11095,11450,100835
437,2018-02-08 00:00:00,31700,15710,31680,11370,13835,9105,113980,101670,11055,9790,4490,6180,11105,11445,100855
438,2018-02-09 00:00:00,30860,15195,30865,11040,13560,8630,113675,101660,11020,9835,4395,6345,11150,11400,100845
439,2018-02-12 00:00:00,31205,15125,31235,10995,13655,8755,113400,101620,11015,9885,4335,6275,11080,11475,100850
440,2018-02-13 00:00:00,31445,14750,31385,11060,13455,8840,113620,101665,11050,9910,4325,6225,11080,11480,100870
441,2018-02-14 00:00:00,31855,15230,31625,11070,13375,8800,113895,101740,11035,9955,4310,6155,11005,11560,100875
442,2018-02-19 00:00:00,32020,15875,32535,11365,13975,9035,113485,101665,11075,10070,4530,6125,10905,11650,100875
443,2018-02-20 00:00:00,31650,15495,32330,11160,13870,9050,113610,101655,11115,10000,4520,6210,10965,11590,100885
444,2018-02-21 00:00:00,31815,15795,32145,11210,13925,9110,113710,101695,11100,9900,4460,6165,10995,11560,100885
445,2018-02-22 00:00:00,31605,15675,31890,11180,13770,9185,113600,101705,11115,9850,4440,6205,11080,11485,100895
446,2018-02-23 00:00:00,32100,15770,32295,11300,13800,9230,113610,101750,11095,9880,4565,6115,11020,11535,100910
447,2018-02-26 00:00:00,32155,15835,32615,11385,14045,9300,113840,101785,11120,9990,4650,6110,10970,11590,100915
448,2018-02-27 00:00:00,32055,15800,32905,11370,14210,9195,114065,101820,11085,9955,4640,6125,10955,11600,100925
449,2018-02-28 00:00:00,31690,15475,32495,11235,13985,9185,114185,101790,11130,9825,4570,6190,11070,11475,100930
450,2018-03-02 00:00:00,31245,15560,31720,11165,13450,9110,114320,101815,11095,9825,4450,6275,11045,11505,100935
451,2018-03-05 00:00:00,30835,15330,31675,10945,13265,9125,114105,101745,11080,9900,4460,6360,11065,11490,100940
452,2018-03-06 00:00:00,31455,15650,32240,11060,13575,9170,114205,101730,11040,9865,4555,6225,11000,11555,100940
453,2018-03-07 00:00:00,31495,15225,31850,10910,13495,9130,114285,101160,11115,9925,4510,6235,10935,11630,100950
454,2018-03-08 00:00:00,31815,15530,32275,11130,13550,9175,114345,101185,11075,9865,4470,6155,10940,11640,100950
455,2018-03-09 00:00:00,32180,15695,32455,11220,13550,9185,114350,101170,11065,9795,4400,6105,10935,11625,100955
456,2018-03-12 00:00:00,32465,16120,33135,11250,13870,9240,114180,101150,11110,9860,4520,6035,10890,11680,100960
457,2018-03-13 00:00:00,32615,16100,32970,11280,13970,9235,114050,101180,11080,9810,4465,6010,10915,11655,100965
458,2018-03-14 00:00:00,32590,16105,32735,11150,13835,9160,114410,101220,11080,9855,4445,6015,10885,11675,100965
459,2018-03-15 00:00:00,32705,16145,32605,11170,13855,9200,114540,101275,11105,9880,4465,5995,10895,11665,100980
460,2018-03-16 00:00:00,32645,16200,32560,11200,13780,9175,114535,101250,11075,9790,4470,6010,10905,11660,100990
461,2018-03-19 00:00:00,32410,15915,32470,11200,13645,9205,114435,101280,11085,9745,4525,6060,10960,11605,100985
462,2018-03-20 00:00:00,32565,16215,32230,11135,13585,9185,114410,101245,11085,9800,4565,6030,10930,11630,100995
463,2018-03-21 00:00:00,32570,16075,32195,11255,13585,9215,114500,101250,11080,9785,4635,6025,10960,11605,100990
464,2018-03-22 00:00:00,32695,15750,32170,11115,13720,9100,114625,101345,11060,9880,4750,6005,10960,11600,101010
465,2018-03-23 00:00:00,31605,14805,31020,10755,13110,8700,115155,101405,11070,9990,4745,6210,11045,11500,101015
466,2018-03-26 00:00:00,31880,15415,30960,10945,13090,8785,114970,101360,11080,10020,4780,6155,11040,11520,101025
467,2018-03-27 00:00:00,32015,15385,31570,10915,13520,8890,114950,101380,11070,10055,4775,6130,10945,11625,101020
468,2018-03-28 00:00:00,31620,15220,30905,10800,13265,8745,115405,101420,11050,9985,4710,6210,10945,11620,101035
469,2018-03-29 00:00:00,31880,15655,30845,10890,13445,8765,115320,101430,11040,9870,4705,6150,10905,11655,101050
470,2018-03-30 00:00:00,31960,15640,31235,11070,13630,8845,115500,101440,11065,9945,4685,6135,10890,11685,101055
471,2018-04-02 00:00:00,31885,15485,31150,10935,13640,8765,115350,101460,11125,9900,4740,6160,10815,11750,101055
472,2018-04-03 00:00:00,31820,15645,30515,10895,13570,8645,115315,101515,11095,9960,4615,6170,10790,11785,101065
473,2018-04-04 00:00:00,31330,15510,30785,10890,13540,8615,115405,101590,11040,9930,4605,6275,10840,11725,101075
474,2018-04-05 00:00:00,31765,15620,31380,11010,13825,8660,115530,101595,11095,9875,4645,6175,10855,11725,101095
475,2018-04-06 00:00:00,31610,15610,31165,11100,13720,8665,115675,101640,11160,9870,4610,6210,10945,11625,101105
476,2018-04-09 00:00:00,31830,15795,31025,11130,13875,8745,115625,101620,11165,9905,4565,6170,10925,11645,101115
477,2018-04-10 00:00:00,31860,15775,31375,11400,13905,8725,115600,101605,11110,9910,4685,6160,10925,11650,101120
478,2018-04-11 00:00:00,31760,15805,31190,11240,13890,8880,115805,101665,11105,10010,4755,6185,10920,11655,101125
479,2018-04-12 00:00:00,31755,15600,31255,11195,13785,8875,115950,101695,11175,10025,4895,6185,10950,11615,101140
480,2018-04-13 00:00:00,31965,15780,31490,11300,13860,8855,115850,101720,11135,9945,4865,6145,10955,11610,101140
481,2018-04-16 00:00:00,31990,15815,31525,11335,13895,8695,115630,101670,11150,9990,4860,6140,10995,11565,101150
482,2018-04-17 00:00:00,31945,15810,31860,11350,13955,8600,115560,101690,11165,9980,4850,6145,10930,11640,101155
483,2018-04-18 00:00:00,32300,15665,32030,11400,14090,8495,115415,101685,11180,9975,4890,6075,10950,11625,101155
484,2018-04-19 00:00:00,32480,15410,32035,11385,14115,8590,115315,101685,11160,10030,5005,6050,10880,11705,101175
485,2018-04-20 00:00:00,32265,15445,31825,11365,14135,8530,115295,101695,11180,9990,4965,6095,10935,11640,101185
486,2018-04-23 00:00:00,32245,15155,31635,11480,14115,8485,114885,101645,11160,9920,4965,6090,10950,11620,101180
487,2018-04-24 00:00:00,32065,14960,31595,11520,14245,8620,114870,101635,11110,9835,5045,6130,11025,11535,101185
488,2018-04-25 00:00:00,31860,14955,31110,11390,14130,8650,114535,101620,11145,9850,4935,6165,11070,11490,101195
489,2018-04-26 00:00:00,32260,15155,31240,11460,14180,8555,114530,101640,11115,9800,4980,6085,11075,11485,101200
490,2018-04-27 00:00:00,32090,15305,31575,11490,14330,8500,115000,101730,11115,9785,4955,6030,11040,11535,101215
491,2018-04-30 00:00:00,32300,15025,31650,11535,14290,8495,115015,101710,11155,9765,4945,6000,10955,11630,101225
492,2018-05-02 00:00:00,32070,14875,31365,11570,14290,8475,114645,101650,11145,9695,4915,6035,11035,11535,101240
493,2018-05-03 00:00:00,31960,14745,31085,11690,14270,8535,114640,101645,11150,9715,4935,6060,11035,11530,101250
494,2018-05-04 00:00:00,31705,14360,31075,11585,14360,8510,114510,101620,11130,9745,4975,6110,11040,11520,101255
495,2018-05-08 00:00:00,31560,13750,31540,11740,14355,8670,114305,101505,11150,9745,5105,6140,11045,11540,101250
496,2018-05-09 00:00:00,31455,14315,31585,11715,14300,8730,114325,101580,11125,9720,5145,6150,11080,11485,101250
497,2018-05-10 00:00:00,31670,14270,31940,11810,14370,8715,114475,101635,11165,9750,5220,6115,11010,11565,101270
498,2018-05-11 00:00:00,31865,14470,32100,11805,14480,8690,114400,101650,11170,9800,5205,6075,10970,11605,101275
499,2018-05-14 00:00:00,31800,14100,32395,11765,14575,8780,114280,101595,11160,9800,5145,6090,10955,11630,101270
500,2018-05-15 00:00:00,31510,14310,32185,11780,14570,8785,114140,101620,11150,9735,5185,6145,11015,11565,101275
501,2018-05-16 00:00:00,31610,14255,32035,11705,14440,8765,114230,101635,11150,9600,5185,6120,11055,11515,101285
502,2018-05-17 00:00:00,31495,14400,32165,11800,14520,8725,114375,101760,11140,9530,5240,6170,11085,11475,101300
503,2018-05-18 00:00:00,31595,14650,32175,11780,14565,8760,114330,101810,11135,9565,5230,6135,11060,11510,101315
504,2018-05-21 00:00:00,31645,14610,32255,11805,14655,8875,114530,101840,11185,9525,5250,6135,11130,11440,101325
505,2018-05-23 00:00:00,31860,14580,32190,11790,14410,8740,114700,101860,11170,9560,5260,6090,11080,11490,101325
506,2018-05-24 00:00:00,31760,14785,32245,11735,14280,8680,115045,101990,11145,9575,5230,6115,11080,11495,101345
507,2018-05-25 00:00:00,31810,14920,32330,11670,14340,8610,115145,101990,11220,9660,5155,6095,11060,11515,101345
508,2018-05-28 00:00:00,31945,14970,32280,11650,14275,8610,115045,101960,11190,9610,4855,6065,11025,11560,101350
509,2018-05-29 00:00:00,31650,14650,32115,11455,14275,8545,115275,101995,11145,9590,4875,6130,11050,11530,101355
510,2018-05-30 00:00:00,30975,14880,31925,11310,14015,8455,115455,102030,11140,9610,4875,6260,11090,11485,101360
511,2018-05-31 00:00:00,31100,14940,32175,11380,14190,8490,115420,102040,11155,9645,4965,6230,11060,11525,101370
512,2018-06-01 00:00:00,31290,15000,32075,11305,14170,8420,115380,102060,11185,9600,4890,6190,11040,11535,101375
513,2018-06-04 00:00:00,31455,14785,32400,11425,14290,8505,115200,102020,11165,9540,4820,6155,11005,11570,101390
514,2018-06-05 00:00:00,31525,14770,32465,11465,14410,8570,115080,102010,11175,9565,4765,6140,11000,11590,101400
515,2018-06-07 00:00:00,31800,15000,32850,11520,14555,8575,114955,101640,11155,9585,4760,6095,10980,11610,101415
516,2018-06-08 00:00:00,31490,14775,32700,11330,14515,8480,114915,101670,11175,9570,4800,6150,11045,11530,101420
517,2018-06-11 00:00:00,31765,14760,32875,11395,14575,8470,115070,101710,11210,9620,4800,6100,11045,11545,101420
518,2018-06-12 00:00:00,31725,14820,32950,11560,14550,8555,115135,101695,11185,9610,4830,6110,11065,11520,101430
519,2018-06-14 00:00:00,31145,14580,32800,11475,14540,8515,115275,101695,11215,9645,4850,6220,11125,11460,101440
520,2018-06-15 00:00:00,30990,14700,32920,11655,14615,8530,115565,101755,11295,9590,4875,6255,11265,11300,101435
521,2018-06-18 00:00:00,30620,14255,32770,11555,14510,8530,115840,101805,11235,9480,4660,6320,11350,11225,101445
522,2018-06-19 00:00:00,30225,13815,32480,11335,14185,8280,116055,101850,11205,9465,4745,6415,11390,11175,101445
523,2018-06-20 00:00:00,30440,14345,32775,11425,14425,8275,116215,101840,11210,9430,4760,6355,11350,11215,101450
524,2018-06-21 00:00:00,30180,13980,32825,11405,14520,8210,116300,101890,11230,9345,4770,6425,11420,11150,101460
525,2018-06-22 00:00:00,30410,14175,32615,11280,14365,8185,116340,101910,11205,9390,4840,6365,11380,11185,101465
526,2018-06-25 00:00:00,30395,14290,32465,11320,14280,8145,116315,101925,11275,9360,4995,6365,11475,11075,101470
527,2018-06-26 00:00:00,30360,14225,32230,11215,14300,8010,116325,101930,11220,9350,4985,6375,11460,11115,101475
528,2018-06-27 00:00:00,30250,14125,32170,11220,14250,7825,116625,101980,11215,9290,5175,6400,11485,11070,101480
529,2018-06-28 00:00:00,29980,13805,32025,11195,14260,7730,116905,102010,11215,9260,5290,6460,11550,11020,101500
530,2018-06-29 00:00:00,30045,14050,32230,11240,14285,7835,116820,101990,11165,9250,5340,6445,11470,11110,101500
531,2018-07-02 00:00:00,29375,13480,31995,11145,13975,7645,117105,102070,11240,9225,5355,6585,11515,11055,101505
532,2018-07-03 00:00:00,29415,13680,32260,11080,13945,7515,116830,102050,11230,9170,5455,6575,11510,11035,101510
533,2018-07-04 00:00:00,29330,13725,32110,11255,13900,7540,116925,102085,11235,9290,5425,6590,11470,11105,101530
534,2018-07-05 00:00:00,29260,13760,32105,11270,13800,7490,117125,102175,11195,9290,5365,6615,11510,11050,101545
535,2018-07-06 00:00:00,29470,14100,32420,11455,13950,7555,116970,102165,11180,9290,5350,6565,11480,11075,101550
536,2018-07-09 00:00:00,29690,14110,32775,11525,14135,7675,116850,102170,11205,9330,5400,6520,11440,11145,101555
537,2018-07-10 00:00:00,29730,14080,32970,11525,14230,7760,116920,102195,11210,9285,5450,6515,11490,11095,101560
538,2018-07-11 00:00:00,29560,13725,32795,11415,14085,7595,117170,102280,11200,9230,5415,6545,11525,11030,101570
539,2018-07-12 00:00:00,29650,13990,32915,11410,14230,7850,117215,102245,11185,9190,5235,6525,11590,10985,101580
540,2018-07-13 00:00:00,29945,14140,33175,11445,14505,7910,117050,102215,11215,9205,5210,6455,11555,11020,101580
541,2018-07-16 00:00:00,29855,14080,33160,11460,14505,7845,117160,102265,11225,9185,5220,6485,11620,10970,101585
542,2018-07-17 00:00:00,29820,13885,33030,11410,14530,7770,117115,102265,11200,9175,5045,6485,11570,11010,101595
543,2018-07-18 00:00:00,29750,13745,33255,11420,14645,7770,117225,102270,11210,9025,5025,6505,11650,10930,101595
544,2018-07-19 00:00:00,29670,13520,33260,11610,14625,7745,117200,102290,11210,9035,5085,6520,11655,10925,101615
545,2018-07-20 00:00:00,29815,13395,33130,11480,14590,7820,117320,102325,11255,9020,5135,6490,11670,10910,101620
546,2018-07-23 00:00:00,29575,12670,33105,11400,14390,7840,117300,102350,11260,9080,5115,6535,11650,10950,101625
547,2018-07-24 00:00:00,29665,12705,33325,11465,14390,7970,116910,102310,11330,9000,5090,6525,11685,10900,101630
